"id","name","cost","converted_cost","type","text","stats","rarity"
175584,"Hypothesizzle","{3}{U}{R}",5,"Instant","Draw two cards. Then you may discard a nonland card. When you do, Hypothesizzle deals 4 damage to target creature.",,"common"
176676,"Ochran Assassin","{1}{B}{G}",3,"Creature - Elf Assassin","Deathtouch\nAll creatures able to block Ochran Assassin do so.","1/1","uncommon"
183173,"Theater of Horrors","{1}{B}{R}",3,"Enchantment","At the beginning of your upkeep, exile the top card of your library.\nDuring your turn, if an opponent lost life this turn, you may play cards exiled with Theater of Horrors.\n{3}{R}: Theater of Horrors deals 1 damage to target opponent or planeswalker.",,"rare"
188858,"Trusted Pegasus","{2}{W}",3,"Creature - Pegasus","Flying (This creature can't be blocked except by creatures with flying or reach.)\nWhenever Trusted Pegasus attacks, target attacking creature without flying gains flying until end of turn.","2/2","common"
176812,"Book Devourer","{5}{R}",6,"Creature - Beast","Trample\nWhenever Book Devourer deals combat damage to a player, you may discard all the cards in your hand. If you do, draw that many cards.","4/5","uncommon"
176669,"Glowspore Shaman","{B}{G}",2,"Creature - Elf Shaman","When Glowspore Shaman enters the battlefield, put the top three cards of your library into your graveyard. You may put a land card from your graveyard on top of your library.","3/1","uncommon"
192759,"Sorin's Guide","{3}{B}{B}",5,"Creature - Vampire","When Sorin's Guide enters the battlefield, you may search your library and/or graveyard for a card named Sorin, Vampire Lord, reveal it, and put it into your hand. If you search your library this way, shuffle it.","4/2","rare"
199543,"Crashing Drawbridge","{2}",2,"Artifact Creature - Wall","Defender\n{T}: Creatures you control gain haste until end of turn.","0/4","common"
176677,"Knight of Autumn","{1}{G}{W}",3,"Creature - Dryad Knight","When Knight of Autumn enters the battlefield, choose one -\n• Put two +1/+1 counters on Knight of Autumn.\n• Destroy target artifact or enchantment.\n• You gain 4 life.","2/1","rare"
192870,"Fortress Crab","{3}{U}",4,"Creature - Crab",,"1/6","common"
175568,"Ral's Dispersal","{3}{U}{U}",5,"Instant","Return target creature to its owner's hand. You may search your library and/or graveyard for a card named Ral, Caller of Storms, reveal it, and put it into your hand. If you search your library this way, shuffle it.",,"rare"
199216,"Garenbrig Squire","{1}{G}",2,"Creature - Human Soldier","Whenever you cast a creature spell that has an Adventure, Garenbrig Squire gets +1/+1 until end of turn. (It doesn't need to have gone on the adventure first.)","2/2","common"
198728,"Wind-Scarred Crag",,0,"Land","Wind-Scarred Crag enters the battlefield tapped.\nWhen Wind-Scarred Crag enters the battlefield, you gain 1 life.\n{T}: Add {R} or {W}.",,"common"
198433,"Knights' Charge","{1}{W}{B}",3,"Enchantment","Whenever a Knight you control attacks, each opponent loses 1 life and you gain 1 life.\n{6}{W}{B}, Sacrifice Knights' Charge: Return all Knight creature cards from your graveyard to the battlefield.",,"rare"
192869,"Yoked Ox","{W}",1,"Creature - Ox",,"0/4","common"
188863,"Kraul Stinger","{2}{G}",3,"Creature - Insect Assassin","Deathtouch","2/2","common"
198970,"Elite Headhunter","{B/R}{B/R}{B/R}{B/R}",4,"Creature - Human Knight","Menace (This creature can't be blocked except by two or more creatures.)\n{B/R}{B/R}{B/R}, Sacrifice another creature or an artifact: Elite Headhunter deals 2 damage to target creature or planeswalker.","2/3","uncommon"
192770,"Pyroclastic Elemental","{3}{R}{R}",5,"Creature - Elemental","{1}{R}{R}: Pyroclastic Elemental deals 1 damage to target player.","5/4","uncommon"
189017,"Nissa, Who Shakes the World","{3}{G}{G}",5,"Legendary Planeswalker - Nissa","Whenever you tap a Forest for mana, add an additional {G}.\n[+1]: Put three +1/+1 counters on up to one target noncreature land you control. Untap it. It becomes a 0/0 Elemental creature with vigilance and haste that's still a land.\n[−8]: You get an emblem with ""Lands you control have indestructible."" Search your library for any number of Forest cards, put them onto the battlefield tapped, then shuffle your library.","5","rare"
188171,"Stealth Mission","{2}{U}",3,"Sorcery","Put two +1/+1 counters on target creature you control. That creature can't be blocked this turn.",,"common"
199006,"Ogre Errant","{3}{R}",4,"Creature - Ogre Knight","Whenever Ogre Errant attacks, another target attacking Knight gains menace until end of turn. (It can't be blocked except by two or more creatures.)","3/4","common"
183214,"Gyre Engineer","{1}{G}{U}",3,"Creature - Vedalken Wizard","{T}: Add {G}{U}.","1/1","uncommon"
182997,"Prime Speaker Vannifar","{2}{G}{U}",4,"Legendary Creature - Elf Ooze Wizard","{T}, Sacrifice another creature: Search your library for a creature card with converted mana cost equal to 1 plus the sacrificed creature's converted mana cost, put that card onto the battlefield, then shuffle your library. Activate this ability only any time you could cast a sorcery.","2/4","mythic"
176836,"Kraul Foragers","{4}{G}",5,"Creature - Insect Scout","Undergrowth - When Kraul Foragers enters the battlefield, you gain 1 life for each creature card in your graveyard.","4/4","common"
182840,"Hydroid Krasis","{X}{G}{U}",2,"Creature - Jellyfish Hydra Beast","When you cast this spell, you gain half X life and draw half X cards. Round down each time.\nFlying, trample\nHydroid Krasis enters the battlefield with X +1/+1 counters on it.","0/0","mythic"
183399,"Twilight Panther","{W}",1,"Creature - Cat Spirit","{B}: Twilight Panther gains deathtouch until end of turn.","1/2","common"
176442,"Nightveil Sprite","{1}{U}",2,"Creature - Faerie Rogue","Flying\nWhenever Nightveil Sprite attacks, surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)","1/2","uncommon"
199416,"Resolute Rider","{W/B}{W/B}{W/B}{W/B}",4,"Creature - Human Knight","{W/B}{W/B}: Resolute Rider gains lifelink until end of turn.\n{W/B}{W/B}{W/B}: Resolute Rider gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","4/2","uncommon"
198967,"Insatiable Appetite","{1}{G}",2,"Instant","You may sacrifice a Food. If you do, target creature gets +5/+5 until end of turn. Otherwise, that creature gets +3/+3 until end of turn.",,"common"
188509,"Finale of Promise","{X}{R}{R}",2,"Sorcery","You may cast up to one target instant card and/or up to one target sorcery card from your graveyard each with converted mana cost X or less without paying their mana costs. If a card cast this way would be put into your graveyard this turn, exile it instead. If X is 10 or more, copy each of those spells twice. You may choose new targets for the copies.",,"mythic"
199026,"Faeburrow Elder","{1}{G}{W}",3,"Creature - Treefolk Druid","Vigilance\nFaeburrow Elder gets +1/+1 for each color among permanents you control.\n{T}: For each color among permanents you control, add one mana of that color.","0/0","rare"
187230,"Dreadhorde Butcher","{B}{R}",2,"Creature - Zombie Warrior","Haste\nWhenever Dreadhorde Butcher deals combat damage to a player or planeswalker, put a +1/+1 counter on Dreadhorde Butcher.\nWhen Dreadhorde Butcher dies, it deals damage equal to its power to any target.","1/1","rare"
176563,"Golgari Raiders","{3}{G}",4,"Creature - Elf Warrior","Haste\nUndergrowth - Golgari Raiders enters the battlefield with a +1/+1 counter on it for each creature card in your graveyard.","0/0","uncommon"
199286,"Castle Embereth",,0,"Land","Castle Embereth enters the battlefield tapped unless you control a Mountain.\n{T}: Add {R}.\n{1}{R}{R}, {T}: Creatures you control get +1/+0 until end of turn.",,"rare"
199004,"Glass Casket","{1}{W}",2,"Artifact","When Glass Casket enters the battlefield, exile target creature an opponent controls with converted mana cost 3 or less until Glass Casket leaves the battlefield.",,"uncommon"
192906,"Scampering Scorcher","{3}{R}",4,"Creature - Elemental","When Scampering Scorcher enters the battlefield, create two 1/1 red Elemental creature tokens. Elementals you control gain haste until end of turn. (They can attack and {T} this turn.)","1/1","uncommon"
175202,"Steam Vents",,0,"Land - Island Mountain","({T}: Add {U} or {R}.)\nAs Steam Vents enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",,"rare"
183205,"Bedazzle","{4}{B}{R}",8,"Instant","Destroy target nonbasic land. Bedazzle deals 2 damage to target opponent or planeswalker.",,"rare"
192863,"Befuddle","{2}{U}",3,"Instant","Target creature gets -4/-0 until end of turn.\nDraw a card.",,"common"
188491,"Tamiyo's Epiphany","{3}{U}",4,"Sorcery","Scry 4, then draw two cards.",,"common"
192697,"Bloodsoaked Altar","{4}{B}{B}",6,"Artifact","{T}, Pay 2 life, Discard a card, Sacrifice a creature: Create a 5/5 black Demon creature token with flying. Activate this ability only any time you could cast a sorcery.",,"uncommon"
188704,"Gideon Blackblade","{1}{W}{W}",3,"Legendary Planeswalker - Gideon","As long as it's your turn, Gideon Blackblade is a 4/4 Human Soldier creature with indestructible that's still a planeswalker.\nPrevent all damage that would be dealt to Gideon Blackblade during your turn.\n[+1]: Up to one other target creature you control gains your choice of vigilance, lifelink, or indestructible until end of turn.\n[−6]: Exile target nonland permanent.","4","mythic"
188855,"Divine Arrow","{1}{W}",2,"Instant","Divine Arrow deals 4 damage to target attacking or blocking creature.",,"common"
192854,"Skyknight Vanguard","{R}{W}",2,"Creature - Human Knight","Flying\nWhenever Skyknight Vanguard attacks, create a 1/1 white Soldier creature token that's tapped and attacking.","1/2","uncommon"
192964,"Coral Merfolk","{1}{U}",2,"Creature - Merfolk",,"2/1","common"
199465,"Hushbringer","{1}{W}",2,"Creature - Faerie","Flying, lifelink\nCreatures entering the battlefield or dying don't cause abilities to trigger.","1/2","rare"
198865,"Once and Future","{3}{G}",4,"Instant","Return target card from your graveyard to your hand. Put up to one other target card from your graveyard on top of your library. Exile Once and Future.\nAdamant - If at least three green mana was spent to cast this spell, instead return those cards to your hand and exile Once and Future.",,"uncommon"
187138,"Relentless Advance","{3}{U}",4,"Sorcery","Amass 3. (Put three +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,"common"
188323,"Feather, the Redeemed","{R}{W}{W}",3,"Legendary Creature - Angel","Flying\nWhenever you cast an instant or sorcery spell that targets a creature you control, exile that card instead of putting it into your graveyard as it resolves. If you do, return it to your hand at the beginning of the next end step.","3/4","rare"
199502,"Boulder Rush","{R}",2,"Instant - Adventure","Target creature gets +2/+0 until end of turn. (Then exile this card. You may cast the creature later from exile.)",,"common"
199340,"Fortifying Provisions","{2}{W}",3,"Enchantment","Creatures you control get +0/+1.\nWhen Fortifying Provisions enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,"common"
192983,"Shivan Dragon","{4}{R}{R}",6,"Creature - Dragon","Flying (This creature can't be blocked except by creatures with flying or reach.)\n{R}: Shivan Dragon gets +1/+0 until end of turn.","5/5","rare"
192523,"Ajani, Strength of the Pride","{2}{W}{W}",4,"Legendary Planeswalker - Ajani","[+1]: You gain life equal to the number of creatures you control plus the number of planeswalkers you control.\n[−2]: Create a 2/2 white Cat Soldier creature token named Ajani's Pridemate with ""Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate.""\n[0]: If you have at least 15 life more than your starting life total, exile Ajani, Strength of the Pride and each artifact and creature your opponents control.","5","mythic"
188886,"Return to Nature","{1}{G}",2,"Instant","Choose one -\n• Destroy target artifact.\n• Destroy target enchantment.\n• Exile target card from a graveyard.",,"common"
198858,"Claim the Firstborn","{R}",1,"Sorcery","Gain control of target creature with converted mana cost 3 or less until end of turn. Untap that creature. It gains haste until end of turn.",,"uncommon"
198392,"Wishful Merfolk","{1}{U}",2,"Creature - Merfolk","Defender\n{1}{U}: Wishful Merfolk loses defender and becomes a Human until end of turn.","3/2","common"
187250,"Lazotep Behemoth","{4}{B}",5,"Creature - Zombie Hippo",,"5/4","common"
182952,"Biomancer's Familiar","{G}{U}",2,"Creature - Mutant","Activated abilities of creatures you control cost {2} less to activate. This effect can't reduce the amount of mana an ability costs to activate to less than one mana.\n{T}: The next time target creature adapts this turn, it adapts as though it had no +1/+1 counters on it.","2/2","rare"
